Sentences,Tags
entry criteria required patients 30 70 age type 2 diabetes mellitus overt nephropathy evidenced current treatment hypertension protein excretion rate 900 mg/d serum creatinine level 89 mol/l 1 0 mg/ dl 266 mol/l 3 0 mg/dl women 106 mol/l 1 2 mg/dl 266 mol/l 3 0 mg/dl baseline seated blood pressure 135/85 mm hg,Population/Problem (element P)
primary endpoint composite all-cause mortality non-fatal reinfarction ischaemia-driven revascularisation lesions non-infarct-related arteries assessed enrolled patient 1,Outcome (element O)
cardiac dynamic pet images time 20-s administration resting conditions intravenous injection 13 nammonia diluted 10 saline solution activity 707 mbq 9 25 mbq/kg,Intervention and Comparison (element I and C)
pharmacist aware contained active medication,Not Relevant to the Evidence (Label N)
included 28 patients age 116 ve metastatic disease,Population/Problem (element P)
women randomly assigned fetal monitoring cardiotocography ctg cardiotocography st-waveform analysis ctg+st,Intervention and Comparison (element I and C)
baseline data table,Not Relevant to the Evidence (Label N)
preterm neonates = 61 28 0/7 31 6/7 weeks gestational age level iii nicus canada comprised sample,Population/Problem (element P)
power analysis calculated stata 7 0 software stata corp lp bryan/college station tx usa 50% reduction incidence neonatal acidemia sample size 761 arm = 0 05 = 0 20,Intervention and Comparison (element I and C)
patients attended house education 6 times month discharge months 2 3 6 9 12,Intervention and Comparison (element I and C)
descriptive observational study retrospective record review pregnant women trimester 14-28 weeks pregnancy failed abort misoprostol administration period 12 1998 2010,Population/Problem (element P)
rst angioplasty patients randomly assigned strategies culprit vessel angioplasty-only cor staged revascularisation sr simultaneous treatment non-ira cr,Intervention and Comparison (element I and C)
randomization list envelopes securely staff,Not Relevant to the Evidence (Label N)
findings combined optimal reperfusion therapy stent implantation state-of-the-art medical treatment intracoronary administration bmc enhances recovery global regional left ventricular function myocardial infarction,Outcome (element O)
cardiotocographic data underestimate complications electronic monitoring intermittent,Not Relevant to the Evidence (Label N)
773 screened eligibility 270 patients 67 8% males age range 46 86 enrolled 503 65 1% excluded figure 1 cardiological reasons 36 2% comorbidities contraindicated vigorous physical exercise 15 0% disability cognitive impairment 3 9% refusal logistic reasons 10 0%,Population/Problem (element P)
summary clopidogrel reduces risk composite outcome death cardiovascular nonfatal myocardial infarction stroke range ischemic events,Outcome (element O)
afr med 2003 93 375-379,Not Relevant to the Evidence (Label N)
women randomized placebo 59% underwent labor epidural analgesia women randomized misoprostol 39% 048,Intervention and Comparison (element I and C)
december 2006 october 2009 300 consecutive patients undergoing isolated cabg stable coronary artery disease received saphenous vein graft svg enrolled,Population/Problem (element P)
exclusions 60 normotensive patients asa i-ii undergoing elective surgery randomly divided 30 patients,Intervention and Comparison (element I and C)
criteria discontinuation study treatment included patients request development severe effects symptoms,Not Relevant to the Evidence (Label N)
uterine hyperstimulation moderate meconiumstained liquor nonreassuring ctg opinion principal investigators constituted threat patients fetus health lead study discontinuation,Not Relevant to the Evidence (Label N)
left ventricular peak systolic wall stress mediator lv hypertrophy elevated hypertrophy inadequate10 signicantly elevated table 3,Outcome (element O)
november 2009 november 2010 20 neonates undergoing cardiovascular surgery cpb stable,Population/Problem (element P)
physical therapist visits week adjust exercise prescription enhance adherence intervention record completed sessions distance cycled,Intervention and Comparison (element I and C)
pre-speci,Not Relevant to the Evidence (Label N)
study approved institutional review board imip,Not Relevant to the Evidence (Label N)
distributed continuous variables compared students t-test non-gaussian continuous variable compared mannwhitney u-test,Not Relevant to the Evidence (Label N)
prospective double-blind randomized placebo-controlled trial evaluated ivig patients episode rheumatic fever stratifying patients presence severity carditis randomization,Population/Problem (element P)
conclusion stepwise oral misoprostol 50 100 appears effective vaginal misoprostol 25 cervical ripening low incidence hyperstimulation increase effects rate patient satisfaction lower cesarean rate,Outcome (element O)
critical limb ischemia dened ischemic rest pain and/or tissue loss combined ankle pressure < 60 mmhg barely palpable pulsations ankle metatarsals,Population/Problem (element P)
24 96 hours hospital admission eligible patients randomly assigned stratification center double-blind treatment atorvastatin 80 mg/d matching placebo 16 weeks,Intervention and Comparison (element I and C)
estimated 230 patients required,Population/Problem (element P)
combined chd differential age p= 01 interaction rrs lisinopril chlorthalidone 0 94 65 1 11 65,Outcome (element O)
methods nor-motensive patients asa undergoing elective surgery divided 30 patients,Intervention and Comparison (element I and C)
sample size calculated two-tailed alpha 0 05 power 95% detect 5 difference induction-to-delivery time,Intervention and Comparison (element I and C)
women intact membranes enrolled south african sites randomly allocated foley catheter/oral misoprostol oral misoprostol vaginal dinoprostone,Intervention and Comparison (element I and C)
interval subsequent doses ranged 4 3 0 5 hours 5 7 4 9 hours = ns,Not Relevant to the Evidence (Label N)
evaluated 96 hypertensive diabetic patients randomized 12 months double-blind treatment doxazosin 4 mg/d irbesartan 300 mg/d,Population/Problem (element P)
benefits demonstrated incidence complications low,Not Relevant to the Evidence (Label N)
1 = 100 received 25 misoprostol 1/4 double-scored 100 tablet 3 concomitant food maximum doses,Intervention and Comparison (element I and C)
trial conducted october 2001 february 2002 approval local grampian ethics committee,Not Relevant to the Evidence (Label N)
follow-up 76 74 weeks patients training lower cardiac event rate defined readmission chest pain unscheduled recatheterization revascularization acute mi,Outcome (element O)
